,사고원인,재발방지대책 및 향후조치계획
15899,근로자의 단순과실로 불안전한 행동 및 의식으로써 차량에 적재된 강관비계를 밝고 자재 운반 중 미끄러져 떨어지는 사고임,불안전한 행동 및 의식을 개선하기 위한 안전교육 실시와 현장 안전관리 강화로 재발사고 방지.
17617,틀비계 3면은 안전난간을 설치하였으나 작업을 위한 난간이 설치되지 않은 공간에서 미끄러져 사고 발생,안전관리자에 의한 현장 자재 정리와 작업자 안전관리 교육 실시를 통한 유사 사례 발생 방지.
17683,"벽체 블럭쌓기 작업 준비 중 시스템비계의 최하단 작업발판을 임의해체(시공편의성) 후 블럭을 4단까지 쌓고, 하부 발판을 원 위치에 설치 후 작업재계 하였으나  발판고리 체결 불량(미고정)으로  발을 딛다가 발판과 함께 오른쪽 발이 바닥(높이40cm)으로 빠지면서 오른쪽 무릅이 충격을 받음",관리감독자의 안전순찰 강화와 안전관리 점검 및 작업자 사전교육 실시를 통한 재발 방지 대책.
8257,틀비계 발판 3개 중 2개 사이에 유격 발생(규격에 맞지 않는 발판)으로 작업자세가 불안정하여 손으로 바닥을 짚다가 손목에 부상 발생,작업 전 안전교육 실시와 지속적 안전지도를 통한 재발 방지 대책 및 철저한 향후 조치 계획.
13181,시스템비계  자재운반 중  몸의 중심을 잃고 바닥에 넘어짐 (외부요인 없음),해당 사고 관련 근로자 교육을 통한 재발 예방 및 사고 사례 전파를 통한 안전 경각심 제고.
11690,작업종료 후 퇴근을 위해 시스템 비계로 이동하여 워킹타워를 통해 가던 중 시스템 비계와 슬라브 벽체 고정을 위해 나무목재를 설치해놓은 것을 인지하지 못하고 나무에 오른쪽 가슴 아래쪽을 부딪침,통로구간 내 자재 제거 및 고정 목재 설치 시 고무캡 설치 요청에 대한 시정완료 자료 확인.
13175,철근 배근작업을 위해 시스템비계 작업발판에 올라가 동료 작업자가 기둥에 세워둔 철근자재를 잡기위해 몸을 과하게 내밀던 중 미끄러지며 약 2.5m아래로 추락,"관련 작업자에 대한 안전교육 실시와 사고 내용 전파 및 안전벨트의 중요성 교육, 산재 처리."
19404,1)불안전한 행동(근로자 이동시 주변 상태 주시 미흡)2)승강용 사다리 설치 상태 미흡(비계 파이프 사용),재해 사례 전파 교육 및 특별교육 실시와 승강 전용 사다리 설치를 통한 안전사고 예방 조치.
17375,"현장 정리정돈 미흡으로 B/T 비계를 미사용하고,  사다리를 이용한 작업을 하여 사고 발생",슬라브 거푸집 해체 전용 B/T 비계 사용과 작업구간 야적된 자재 이동 조치 후 작업 실시.
10605,설치계단으로 내려와야 함에도 불구하고 시간단축을 위해 내부 비계를 타고 내려오다가 우천에 의한 물기로 미끄러짐 사고,공사현장 안전관리 철저를 위한 관리감독 실시와 준공시까지 월 4회 이상 공사현장 점검 실시.
6121,말비계 에서 내려오다가 몸의 균형을 잃고 발을 헛딛음,"동종재해 예방을 위한 근로자 안전교육 실시와 밀비계 사용 상태 점검, 현장 안전 점검 강화."
17086,일과 마치고 틀비계에서 거의 내려오던중 마지막 단에서 뛰어내리다 미처 손을 안놓아 몸 자중에 의해 손가락이 골절됨,작업전 안전교육 및 고소작업장비 사용과 근로자 안전교육 철저 조치에 대한 재발 방지 대책.
9113,비계 철거 자재를 대차 사용 운반작업 진행 중 방향 전환을 위해 대차를 돌리던 순간 비계 기둥에 옆구리를 부딪힘,대차 회전반경 공간 확보와 경사로 경사각 낮춤을 통한 재발 방지 대책 및 향후 조치 계획.
10613,경화제를 해치발판을 통해 하부비계발판으로 내리던 중 경화제를 놓쳐 안면부에 일부 튐,안전교육 재실시와 물건 운반 시 건설기계 이용에 대한 재발 방지 대책 및 향후 조치 계획.
16044,작업종료 후 말비계에서 내려오던 중 벽돌을 밟고 전도됨,작업 종료 후 현장 정리정돈 철저와 안전 점검 및 안전 교육 실시를 통한 재발 방지 대책.
120,비계에서 띠장 보걸이 해체 보조작업 후 비계 수직 승강용 사다리를 통해 해치발판을 열고 내려오던 중 해치발판을 다시 닫는 과정에서 왼쪽 엄지손기락 끝부분이 해치발판에 끼임,"해치발판 사용 시 덮개 완전 개방, 관리감독 철저, 안전교육 실시 및 안전관리 철저 지도."
151,비계에 설치된 보양천막을 걷지 않고 이동하려 하다가 천막에 걸려 넘어지며 난간에 가슴을 부딪혀 갈비뼈 골절,근로자 이동 시 넘어짐 주의에 관한 교육 실시와 이동통로 상 자재 정리를 통한 안전 확보.
251,비내리는 와중에 비계 작업발판을 딛다가 미끄러져 사고발생,작업관리자 추가 배치(2명)와 현장 안전교육 지시 및 현장수시점검을 통한 재발 방지 대책.
10222,현풍천 상리교 교대벽체(A2) 거푸집 해체 작업중 거푸집(비계파이프) 해제 작업중 분리되는 비계파이프에 팔목을 부딪혀 부상을 당함,"근로자 안전교육 강화와 시공사 및 감리단 안전점검 철저 지시, 사고자 피해보상 처리 철저."
10027,시스템 비계 해체중 난간대를 밟고 미끄러지면서 파이프로 떨어짐,비계해체 작업 안전교육 실시와 안전교육 철저 및 주기적 현장확인으로 인한 재발 방지 대책.
21799,시스템비계 이동 중 교행하는 구간에서 모서리부분 철물과 부딪힘,시스템비계 모서리 부분 완충재 설치와 통원치료 후 경과 주시를 통한 재발 방지 대책 마련.
6254,1. 비계발판 미설치 2. 작업자 부주의,"비계발판 보완, 안전난간 보완, 안전교육 실시를 통한 재발 방지 대책 및 향후 조치 계획."
3891,시스템비계 해치발판은 상하부 이동 시 출입구 역할을 하는 구조로써 해치발판을 임시 거치 시 열리는 방향을 감안하여 임시 기대기 등을 하여야 하나 작업자가 그 방향을 반대쪽으로 기대면서 해치발판이 갑자기 열리면서 해치발판 하부를 잡고 있던 왼손의 중지가 끼임으로 인해 복합골절상을 입은 사고임.작업자가 부재의 개방방향을 정확하게 인지하지 못함으로 인해 사고가 발생한 것으로 판단됨,해치유공발판에 대한 임시 고정방안 강구 및 시행과 안전사고 발생 사항 전파 및 교육 시행.
20860,"말비계(1.0m)위에서 왼발을 기 설치된 벽체 거푸집에 올린 불안전한 자세로 벽체 거푸집 핀 체결작업을 하고 내려오던 중, 왼발을 헛디뎌 추락하며 오른손목이 골절된 재해임",벽체 형틀 작업 시 적정 높이의 발판 사용과 재해 사례 교육 실시를 통한 안전 관리 철저.
20983,캐노피상부에서 징크마감재시공을 완료하고 케노피 슬라브에서 1층 시스템 비계 발판로 내려오는 과정에서 부주의하여 발판을 헛딛어 추락함,캐노피와 시스템발판 사이 간격 유지 및 안전성 확보와 안전사고 방지를 위한 안전관리 강화.
20756,00 군부내 안 00시설물 신축 공사추진간 20년 2월경 동바리 비계 자재가 발목에 맞았다고 추정하는 근로자가 11월달에 신고로 사고접수함.,작업종료 후 근로자의 건강상태와 사고 이상유무를 확인하고 근로자별 서명 후 철수하는 절차.
6375,말비계 작업 발판 위에 올려두었던 철근을 다른 작업자가 이동 중 건드려 철근이 떨어지며 부딪힘,말비계 작업 발판 상부에 자재 적재 금지와 불안전한 행동 금지 교육을 포함한 안전교육 실시
11706,비계 해체작업 절차 미준수,"비계 작업 및 해체 시 사전 특별안전교육 실시와 작업순서 준수, 고소작업대 등 장비 이용."
11999,비계 앞에 튀어나와 있는 부분에 충돌 후 골절,작업 진행 시 주변 안전 확인 및 안전교육 실시를 통한 재발 방지 대책과 향후 조치 계획.
4723,협력사 컨테이너 사무실 상부에서 비계설치 작업 중 떨어진 사고임,작업 전 안전수칙 교육 철저와 안전사고 예방을 위한 안전교육 실시 및 현장관리 철저 지시.
5064,끝단부를 인식할 수 있는 B/T 비계 사용하지 않고 우마(난간대X) 사용으로 사고 발생안전대 교리 미채결로 인한 사고 발생,끝단부를 인식할 수 있는 B/T 비계 설치 및 B/T 비계 아웃트리거 고정 후 작업 실시.
4996,가시설(비계)위에서 거푸집 해체 작업 중 작업발판의 접속고리의 파손으로 떨어지는 사고,작업발판 등 안전시설 확인 및 안전교육 실시와 안전교육 실시 점검을 통한 관리 감독 철저.
5418,비계공이 강관비계 설치 작업 후 수직보호망 설치작업 도중  비계 1단(약 1.8m 높이) 발판위에서 중심을 잃고 2층바닥으로 추락,비계작업 시 안전고리 착용 교육 실시와 수시 현장 확인을 통한 안전 교육 실시 여부 확인.
5849,이동식 비계 작업 발판 틈새로 인한 추락,해당 공종에 대한 추가 안전교육 실시와 B/T 작업발판 교체를 통한 재발 방지 대책 마련.
14954,동료근로자와 비계파이프 운반 중 내려놓는 과정에서 상대방과의 상호싸인 부재로 무게를 견디지 못해 튕겨진 파이프와 손가락 타격하여 골절됨.,자재 운반 시 위험 요소 제거와 작업자 안전 교육 철저를 통한 사고 재발 방지 대책 마련.
17828,미장스톤작업중 발을 헛디뎌서 비계 아래로 떨어짐,작업자 안전관리 교육과 비계발판 끝에 방지대 설치 및 안전점검 강화와 안전시설물 추가배치.
18900,말비계 위에서 작업종료 후 내려오는 중 미끄러짐,"말비계 단부 경보장치 설치와 안전교육 실시, 사고자 치료 및 산재보험 처리의 통합적 조치."
21356,낙상사고의 주요 원인은 주로 비계공사현장이 아닌 대체적으로 낮은 층수에서 발생 공사 진행중 안전고리 착용 등 필요,소규모 건설공사에서 고소작업 시 안전장비 구비와 안전교육 실시의 필요성에 대한 인식 제고.
13661,시스템비계 설치 작업 중 작업자가 자재 운반 과정에서 바닥에 깔려있던 비계자재를 발견하지 못하고 발목을 접질려 넘어져 우측발목 인대 부상 발생,"작업공간의 수시 정리정돈 실시와 안전관리 철저, 현장 정리정돈 및 근로자 안전교육 철저."
12825,새벽에 낀 이슬로 인해 비계 사다리에 이슬이 맺혀있어 미끄러웠음.,수직 사다리를 경사 사다리로 보완하고 사고 발생된 가시설물 보완 예정인 재발 방지 대책.
14031,B/T 비계 상부에서 하강 시 발을 헛디뎌 추락,충북대병원 후송 응급 인원조치 사고 분석을 통한 동일 재해 발생 방지를 위한 교육 실시.
2324,시스템비계 상부에서 PC 분절기둥의 그라우팅 작업 중 그라우팅 호스를 놓쳐 미끄러지는 호스를 잡다가 비계 기둥에 우측팔꿈치가 부딪히며 부상.,"안전작업방법, 위험요인 및 사례 등 안전교육 실시를 통한 재발 방지 및 향후 조치 계획."
10251,근로자의 불안전한 행동 및 말비계 등 작업발판 미사용,근로자의 안전에 대한 태도 향상을 위한 안전 교육 실시와 말비계 사용 또는 승강로 설치.
7028,DS구간 비계 승강설비에서 내려오던중 바닥에 있는 철판보양용 찬넬을 밟아 우측 발목이 접질림.,철판보양용 찬넬 주변 구획 설정 및 안전 표지판 부착을 통한 타 근로자 출입 제한 조치.
16980,당 현장 제7제수문 시스템비계 해체공사중 발판을 헛디뎌 우측무릎 십자인대 파열로 홍성의료원에 입원 치료중 임.,"작업 전후 안전교육 실시와 작업환경 확인, 현장 대리인 안전교육 및 수시 현장확인 실시."
22096,습기(안개)로 인하여 이동식 말비계가 미끄러운 상태에서 내려오던 중 미끄러짐,특별안전교육 실시와 사고위험성이 있는 공종에 대한 사전 점검 강화를 통한 안전사고 예방.
16135,입선 작업시 말비계 또는 이동식 틀비계를 사용하여 견고한 작업발판을 설치하고 작업을 실시하지 않았음,작업발판 설치 시 견고한 구조 설치와 안전점검 및 안전교육 실시를 통한 재발 방지 대책.
