,ID,발생일시,사고인지 시간,날씨,기온,습도,공사종류,연면적,층 정보,인적사고,물적사고,공종,사고객체,작업프로세스,장소,부위,사고원인,재발방지대책 및 향후조치계획
12462,TRAIN_12462,2021-10-27 오전 07:31,정규작업 -,맑음,13℃,54%,건축 / 건축물 / 공장,"716,779㎡","지상 9층, 지하 1층",기타,없음,건축 > 철골공사,건설자재 > 데크플레이트,기타,공장 / 내부,데크플레이트 / 바닥,작업자 단순과실,목격자가 없는 상기 건에 대한 본인의 주장으로 산재 불승인 추진 중인 사례전파 요청.
12465,TRAIN_12465,2021-10-26 오후 04:34,정규작업 -,맑음,19℃,50%,건축 / 건축물 / 공장,"173,403.73㎡","지상 10층, 지하 3층",넘어짐(물체에 걸림),없음,건축 > 철근콘크리트공사,건설자재 > 철근,운반작업,공장 / 내부,철근 / 바닥,근로자의 전방주시 불량안전통로 구획 불명확,"안전통로 구획 설치와 재발 방지 대책회의 개최, 동종 재해 재발 방지를 위한 사고 사례 전파."
12466,TRAIN_12466,2021-10-26 오후 04:00,정규작업 -,맑음,16℃,50%,산업환경설비 / 발전시설,-,-,끼임,없음,건축 > 철근콘크리트공사,가시설 > 거푸집,해체작업,/ 외부,거푸집 / 바닥,해체 시 손으로 직접 촉수,거푸집 해체 시 적절 공도구 사용과 산업재해조사표 제출을 통한 재발 방지 대책.
12471,TRAIN_12471,2021-10-26 오후 03:10,정규작업 -,맑음,13℃,60%,토목 / 기타 / 부지조성,-,-,끼임,없음,토목 > 강구조물공사,건설기계 > 굴착기,설치작업,부지조성 / 외부,굴착기 / 상부(위),"굴착기 운전자와 신호수 간 연락미흡, 신호수 작업간 경고미흡",건설기계 사용 간 신호수 추가배치와 운반 및 이동 시 사전경고를 통한 작업 전 사고 방지와 현장 안전점검 및 안전교육 서류 검토 및 신호수 배치 상태 확인.
12481,TRAIN_12481,2021-10-26 오전 10:00,정규작업 -,맑음,17℃,40%,건축 / 건축물 / 위험물 저장 및 처리시설,341㎡,"지상 1층, 지하 0층",끼임,없음,건축 > 지붕 및 홈통공사,건설자재 > 철근,설치작업,위험물 저장 및 처리시설 / 지붕,철근 / 상부(위),건축공사 지붕 경사슬라브 철근배근 작업 중 미끄러져 거푸집에 끼임,작업자 아이젠 착용 및 사면 각목계단 설치를 포함한 상세한 재발 방지 대책 수립.
12482,TRAIN_12482,2021-10-26 오전 10:00,정규작업 -,흐림,10℃,80%,건축 / 건축물 / 공장,"17,322㎡","지상 3층, 지하 3층",물체에 맞음,없음,기계설비 > 기계설비공사,부재 > 배관,설치작업,공장 / 내부,배관 / 하부(아래),운반과정 중 동료와 호흡이 맞지 않아 균형 불량으로 인한 타박상,"사고사례 교육 실시, 위험요소 및 작업절차 방법 상호공유, 동료 근로자와 시뮬레이션 사전 진행, 작업자세 교육 실시."
12488,TRAIN_12488,2021-10-25 오후 04:00,정규작업 -,맑음,20℃,50%,건축 / 건축물 / 공동주택,"207,599㎡","지상 15층, 지하 2층",질병,없음,건축 > 철근콘크리트공사,질병 > 질병,이동,공동주택 / 외부,질병 / 상부(위),근골격계질환(퇴행성)으로 추정,"약해진 근육을 무리하여 사용하지 않도록 지도 및 교육을 실시하고, 휴업 및 치료를 통한 향후 조치 계획."
12500,TRAIN_12500,2021-10-25 오후 01:45,정규작업 -,맑음,19℃,75%,건축 / 건축물 / 업무시설,"12,495.44㎡","지상 6층, 지하 4층",기타,없음,건축 > 철근콘크리트공사,건설자재 > 자재,운반작업,업무시설 / 내부,자재 / 바닥,"유로폼(600×1200), 20kg 자재를 인력으로 운반하던 중","혼자서 운반할 때는 허리를 편 채로 앞을 주시하며 다리만을 움직여 이동하고, 방향 전환 시 몸을 틀지 않고 발을 먼저 옮기는 안전작업대책과 55Kg 이상의 중량물은 반드시 2인 이상이 공동으로 운반하며, 신체를 중량물에 가까이 붙여 허리보다 높은 위치로 올려 들고 관리감독자의 안전점검을 받는 대책, 그리고 사고사례 전파 및 사고보고체계에 대한 안전교육 실시를 통한 교육 철저와 사고 재발 방지 방안."
12505,TRAIN_12505,2021-10-25 오전 11:30,정규작업 -,맑음,20℃,45%,건축 / 건축물 / 교정 및 군사시설,"5,836㎡","지상 3층, 지하 1층",넘어짐(미끄러짐),없음,건축 > 조적공사,기타 > 기타,이동,교정 및 군사시설 / 외부,기타 / 바닥,이동 중 부주의에 의한 미끄러짐,자재 정리 및 현장 청소를 통한 재발 방지 대책과 향후 조치 계획.
12506,TRAIN_12506,2021-10-25 오전 10:45,정규작업 -,맑음,13℃,75%,건축 / 건축물 / 근린생활시설,234㎡,"지상 1층, 지하 0층",떨어짐(5미터 이상 ~ 10미터 미만),없음,건축 > 해체 및 철거공사,시설물 > 건물,해체작업,근린생활시설 / 지붕,건물 / 고소,"1. 경험이 없는 건축주의 직영공사로 안전관리계획 전무.     2. 고소작업(지붕파넬 해체작업) 중 작업자의 안전모, 안전대 미착용 및 안전고리 미체결 등 안전수칙 미준수.","향후 전문건설업체와 계약하여 작업을 진행하며, 작업계획 및 안전관리계획을 작성 후 계획서에 준하여 진행하는 사항."
12508,TRAIN_12508,2021-10-25 오전 10:00,정규작업 -,맑음,7℃,30%,건축 / 건축물 / 공동주택,"63,199㎡","지상 29층, 지하 2층",떨어짐(2미터 미만),없음,건축 > 철근콘크리트공사,가시설 > 거푸집,이동,공동주택 / 외부,거푸집 / 바닥,유로폼 이동 작업자의 단순과실,작업자 단순과실로 인한 재발 방지 대책 및 향후 조치 계획 없음.
12518,TRAIN_12518,2021-10-23 오후 05:00,정규작업 -,맑음,20℃,56%,건축 / 건축물 / 공동주택,"22,875.29㎡","지상 15층, 지하 1층",넘어짐(물체에 걸림),없음,건축 > 철근콘크리트공사,가시설 > 작업발판,타설작업,공동주택 / 외부,작업발판 / 바닥,작업자의 원할한 이동을 위해 단차부위 경사 발판을 설치 해놓았으나 콘크리트 타설 중 필요물품을 가지러 가던 도중 경사 발판 턱에 걸려 넘어짐,아침 조회 또는 TBM 시 안전의식 강화 교육과 깁스 완료 후 경과에 따른 추가 치료 예정.
12526,TRAIN_12526,2021-10-23 오후 01:07,식사ㆍ휴식 등 -,맑음,23℃,30%,건축 / 건축물 / 업무시설,"41,626.76㎡","지상 10층, 지하 7층",질병,없음,토목 > 토공사,질병 > 질병,기타,업무시설 / 내부,질병 / 바닥,질병,고령 근로자 투입 금지와 고위험 근로자에 대한 건강 관리 실시.
12529,TRAIN_12529,2021-10-23 오전 11:40,정규작업 -,맑음,19℃,55%,건축 / 건축물 / 교육연구시설,"14,035㎡","지상 5층, 지하 0층",떨어짐(분류불능),없음,건축 > 해체 및 철거공사,가시설 > 비계,해체작업,교육연구시설 / 외부,비계 / 알수없음,비계해체 중 추락으로 인한 왼쪽 새끼 발가락 골절(시공사로부터 사고 발생 후 뒤늦게 보고 받아 현재 해당 공정이 끝난 상황으로 자체조사 불가),사고 발생 후 시공사로부터 뒤늦게 보고받아 현재 해당 공정이 끝난 상황으로 인해 자체조사가 불가함.
12532,TRAIN_12532,2021-10-23 오전 09:00,정규작업 -,맑음,11℃,65%,산업환경설비 / 발전시설,-,-,넘어짐(물체에 걸림),없음,기계설비 > 기계설비공사,기타 > 기타,이동,/ 외부,기타 / 바닥,이동 중 PP로프 인지 미흡,임시 고정용 로프 식별 조치 실시와 산업재해조사표 제출을 통한 재발 방지 대책 마련.
12537,TRAIN_12537,2021-10-22 오후 03:30,정규작업 -,맑음,11℃,0%,건축 / 건축물 / 교육연구시설,"33,598.67㎡","지상 5층, 지하 2층",기타,없음,건축 > 타일 및 돌공사,기타 > 기타,운반작업,교육연구시설 / 내부,기타 / 상부(위),손수레에 자재가 과하게 적재된 상태에서 운반도중 다리에 무리가 감,정기안전교육을 통해 손수레의 과적재 방지 및 위험성 평가에 운반 내용을 추가하고 TBM 교육 시 적정 물량만 적재하도록 하는 조치.
12542,TRAIN_12542,2021-10-22 오후 02:37,기타 -,맑음,8℃,86%,건축 / 건축물 / 근린생활시설,786㎡,"지상 1층, 지하 0층",없음,없음,건축 > 목공사,기타 > 기타,형틀 및 목공,근린생활시설 / 해당없음,기타 / 해당없음,21.6.1. 입사하여 6일간 일을 마쳤으며 일하는 기간 동안 특별한 사건 사고 없이 현장 작업을 마쳤음. 상기인은 당사현장 뿐만 아니라 다른현장에서 수십년동안 동일한 작업을 해온 것으로 알고 있음,재발 방지 대책과 향후 조치 계획의 부재.
12544,TRAIN_12544,2021-10-22 오후 02:00,정규작업 -,맑음,12℃,65%,건축 / 건축물 / 공동주택,"163,875㎡","지상 15층, 지하 2층",깔림,낙하,건축 > 철근콘크리트공사,가시설 > 거푸집,정리작업,공동주택 / 외부,거푸집 / 바닥,1008동 1층에서 해체된 유로폼을 반출하기 위하여 19KG의 유로폼을 인력으로 높이 1.5m까지 쌒기 작업을 진행하던중 쌓기위해 던진 유로폼 내부에 미처 제거하지 못한 못에 재해자가 끼고 있던 오른속의 장갑이 걸리면서 오른쪽 손을 던져 쌓던 유로폼에서 빼지 못해 유로폼과 손가락이 협착된 사고,"유로폼 야적높이 조정, 1단 수작업 야적 후 2단 지게차 이용 적재, 해체정리작업 종료 시 위험성 평가 반영, 해당 작업 근로자 정기 교육 시 위험성 평가 내용 전파, 이행 실태 확인 점검 및 일일 점검 기록 관리, 재발 방지 계획서에 따른 이행 상태 점검."
12551,TRAIN_12551,2021-10-22 오전 10:30,정규작업 -,맑음,13℃,45%,건축 / 건축물 / 공동주택,"93,169.26㎡","지상 32층, 지하 5층",넘어짐(물체에 걸림),없음,건축 > 미장공사,기타 > 기타,기타,공동주택 / 내부,기타 / EV 앞 복도,미장작업대차를 끌고 이동 중 바닥의 콘크리트 부산물에 발이 걸려 넘어지면서 콘크리트 바닥에 무릎을 부딪힘.,"넘어진 주위 정리 및 바닥 돌출부위 점검, 근로자 안전교육 실시와 주택법 및 건설기술 진흥법에 따른 시공자 및 감리자 조치 예정."
12552,TRAIN_12552,2021-10-22 오전 10:30,정규작업 -,맑음,15℃,50%,건축 / 건축물 / 교육연구시설,857.74㎡,"지상 1층, 지하 1층",물체에 맞음,탈락,건축 > 가설공사,가시설 > 비계,해체작업,교육연구시설 / 내부,비계 / 하부(아래),작업순서미흡으로 비계파이프가 떨어짐,작업시 안전교육과 작업방법 및 작업계획서를 토대로 교육 후 작업 실시와 병원 치료 완료 후 충분한 휴식 조치.
12554,TRAIN_12554,2021-10-22 오전 10:00,정규작업 -,맑음,18℃,40%,건축 / 건축물 / 문화 및 집회시설,"4,150㎡","지상 3층, 지하 1층",넘어짐(물체에 걸림),없음,건축 > 철근콘크리트공사,부재 > 배관,타설작업,문화 및 집회시설 / 내부,배관 / 지하,바닥 배관을 주의하지 못하여 작업자가 넘어져 배관파이프에 부딪혀 부상을 입게 됨,작업자가 넘어질 수 있는 위험요인에 대한 사전조치를 철저히 하여 향후 같은 사고의 재발 방지.
12562,TRAIN_12562,2021-10-22 오전 04:00,기타 -,맑음,5℃,30%,토목 / 기타 / 간척매립,-,-,찔림,없음,토목 > 항만공사,기타 > 기타,준비작업,간척매립 / 준설선,기타 / 식당,쓰레기통속의 이쑤시게등 이물질에 의한 사고,준설선내 쓰레기 분리수거함 설치와 해당 재해사례에 대한 근로자 전파교육 실시.
12563,TRAIN_12563,2021-10-21 오후 04:52,정규작업 -,맑음,15℃,35%,건축 / 건축물 / 공장,"3,481.19㎡","지상 2층, 지하 0층",없음,없음,건축 > 철골공사,건설기계 > 기중기(이동식크레인 등),설치작업,공장 / 내부,기중기(이동식크레인 등) / 쓰러짐,철근 트러스 부재의 중량이 커서 기중기가 견디지 못함,부재의 중량을 면밀히 파악하여 건설기계 중량이 더 큰 장비를 사용함으로써 안전한 시공을 위한 조치 계획.
12573,TRAIN_12573,2021-10-21 오전 11:30,정규작업 -,맑음,12℃,38%,건축 / 건축물 / 공동주택,"466,221㎡","지상 45층, 지하 4층",기타,없음,건축 > 건축물 부대공사,건설공구 > 공구류,기타,공동주택 / 지붕,공구류 / 상부(위),핸드그라인더 커버를 장착하지 않은상태로 작업 실시,"핸드그라인더 작업 전 보호덮개 설치 상태 확인, 공도구 상태 상시 점검, 핸드그라인더 보호덮개 임의 해체로 인한 위험성 교육 실시."
12579,TRAIN_12579,2021-10-21 오전 07:40,정규작업 -,맑음,15℃,65%,건축 / 건축물 / 업무시설,1㎡,"지상 1층, 지하 11층",떨어짐(2미터 이상 ~ 3미터 미만),없음,기타 > 기타,,조립작업,업무시설 / 내부,/ 고소,발을 헛딛음,사다리 사용 시 2인 1조로 원활한 소통을 통한 사고 방지.
12580,TRAIN_12580,2021-10-21 오전 00:00,정규작업 -,맑음,7℃,99%,건축 / 건축물 / 공장,"697,000㎡","지상 12층, 지하 1층",기타,없음,건축 > 수장공사,기타 > 기타,기타,공장 / 미상,기타 / 미상,미상,pbm을 통한 근무자의 건강상태 확인과 소음이 심한 작업 구간에서의 귀마개 착용 등 개인보호구 착용.
12581,TRAIN_12581,2021-10-21 오전 00:00,불류불능 -,맑음,98℃,30%,건축 / 건축물 / 공동주택,"152,608.27㎡","지상 3층, 지하 25층",질병,없음,전기설비 > 전기설비공사,질병 > 질병,전기작업,공동주택 / 해당없음,질병 / 해당없음,"장기간 부자연스러운 자세로 과도한 힘의 사용, 반복작업","작업 시작 전 스트레칭 및 체조 실시, 중량물 양중 시 수레 등을 이용, 반복 작업 시 휴게시간 준수 철저."
12583,TRAIN_12583,2021-10-20 오후 04:15,정규작업 -,맑음,10℃,50%,건축 / 건축물 / 공장,"716,779㎡","지상 9층, 지하 1층",넘어짐(기타),없음,건축 > 철근콘크리트공사,건설자재 > 데크플레이트,운반작업,공장 / 내부,데크플레이트 / 바닥,작업자 단순과실,데크판 사이 구간 주통로 배근 작업 실시 전 제거 금지 및 주기적인 안전통로 설치 여부 확인과 사례전파 요청.
12591,TRAIN_12591,2021-10-20 오후 02:00,정규작업 -,강우,9℃,80%,건축 / 건축물 / 공장,"175,490.33㎡","지상 9층, 지하 1층",부딪힘,없음,건축 > 가설공사,가시설 > 비계,설치작업,공장 / 내부,비계 / 상부(위),비계 발판이 완전히 닫히지 않은 상태에서 작업,오전/오후 작업 종료 후 마무리 TBM 실시와 비계 내부 자재 받아치기 작업 시 안전고리 체결 상태로 작업 실시 및 비계 내 작업 전 발판 이음새 마무리 확인 요청.
12595,TRAIN_12595,2021-10-20 오전 10:00,정규작업 -,맑음,16℃,68%,건축 / 건축물 / 근린생활시설,"4,991㎡","지상 7층, 지하 2층",부딪힘,없음,건축 > 건축 토공사,가시설 > 흙막이가시설,설치작업,근린생활시설 / 내부,흙막이가시설 / 바닥,"바닥지면 불량인 상태로 철골재(H 빔) 1개를 비치하여, 철골재가 미끄러지면서 작업자 다리에 부딪힘","자재적치 시 밴딩 강화 및 작업구간 안전확보, 작업간 안전거리 철저 준수."
12597,TRAIN_12597,2021-10-20 오전 09:40,정규작업 -,맑음,28℃,20%,건축 / 건축물 / 단독주택,340.02㎡,"지상 4층, 지하 0층","절단, 베임",없음,건축 > 철근콘크리트공사,건설공구 > 공구류,형틀 및 목공,단독주택 / 내부,공구류 / 바닥,안전모 끈이 느슨해 안전모가 내려와 시야를 가려 왼손 절단.,감리자와 시공자에게 안전관리 철저 요구 및 건설기술진흥법 제67조제1항 위반으로 인한 처분 예정.
