,Unnamed: 0,사고원인,재발방지대책 및 향후조치계획
3460,11397,"철근 가공 작업전 휴대용 철근 절단기 이상 여부 미확인, 맞음 위험 작업 개인보호구 보안면 미착용","휴대용 철근 절단기 사용 전 이상 여부 확인 점검 실시, 맞음 위험 작업 개인 보호구 및 보안면 착용 준수, 작업 시작 전 TBM 실시."
3461,11398,재해자가 말뚝내부배토 작업을 위한 건설기계 간섭구간 일부 가설계단 해체 작업중 가설계단에서 미끄러져 넘어진 사고임.,"직업전 작업순서 및 방법 교육, 안전시설물 점검 및 보수, 안전교육 철저, 관련 공종 및 대상에 대한 특별안전 교육, 관리책임자 교육 실시 및 현장 집중관리의 필요성."
3462,11399,"2022.01.10. 11시경 주민공동시설 1층에서 형틀작업자가 내부 벽 거푸집 해체 작업 중 상부(1m 이내)에 걸쳐 있던 각파이프가 기울어져 떨어지며, 해체된 거푸집을 찹고 있던 재해자의 왼쪽 약지 손가락 끝부분을 타격하여 사고 발생","해당팀 작업방법 및 작업순서에 대한 특별안전교육 실시와 작업구간에 작업순서 및 절차 준수 표지 설치, 거푸집 해체 작업에 대한 위험성 평가 지속실시, 작업전 TBM교육 지속실시, 해체 작업 시 관리감독자 작업 점검 및 안전감시단 지속 확인."
3463,11404,폼 고정핀 제거 작업 시 안전보호구 근로자 미사용 및 안전난간 시설조치 불량,작업자 투입 전 TBM 등을 활용한 확실한 안전작업 방법 또는 위험성 전파 실시와 작업지휘자의 작업장소 순회점검 후 작업자 투입 실시.
3464,11406,"재해자 최**씨가 접이식 합벽지지대의 상하부 고정볼트가 풀려있는 상태에서 설치하기 위해 세우던 중, 합벽지지대를 잡고 있던 오른손 손가락이 접합부에 끼임","해당 공종(철근콘크리트공사) 안전수칙 작업순서 및 가설자재 조립방법 숙지 확인과 근로자 안전교육 실시, 개인 안전보호구 착용 철저."
3465,11408,장비이동에 따른 진동으로 인해 쌓아놓은 토사 중 흙덩이가 굴러 떨어져 재해자의 목과 어깨에 강타하여 사고발생.,되메우기 전 현장 정리 필요 시 작업 구간에서 근접하여 토사를 쌓지 않도록 하고 진동 등으로 토사가 흘러내려도 작업장으로 떨어지지 않도록 하는 조치.
3466,11415,현장에서 지하1층 거푸집 설치를 위하여 망치로 핀과 못을 박던 중 미끄러져 3m 아래로 추락하였음.,수시 안전 점검 및 안전 교육 실시와 안전 보호구 착용 철저를 통한 재발 방지 대책과 향후 조치 계획 확인.
3467,11416,"개인보호구(안전벨트)는 착용 하였으나, 안전고리 체결를 하지 않고 작업하던 중 몸에 균형을 잃으며 추락","안전벨트 착용 및 안전고리 체결, 작업 전 안전점검 및 정리정돈 철저, 특별 안전교육 실시, 동종 사고 발생 방지 대책 보고서 작성, 사전 위험성 평가표 작성, 동일 공종 특별 안전보건 교육 실시, 고위험 작업장 내 안전 감시단 배치, 관리감독자 및 안전관리자의 현장 순회 점검, 스마트 안전관리 시스템 적용."
3468,11418,지게차 신호작업중 지게차 운전원이 확인할 수 없는 불안전한 장소에서 신호하고  지게차 운전원은 시야가 확보될 수 없는 상태에서 작업중 운전원과 신호수의 신호 실수에 따른 사고 발생,"좁은 공간에서 지게차를 신호할 경우 지게차 운전원이 확인할 수 있는 안전한 장소에서 신호하고 지게차 운전원은 시야가 확보될 수 있는 자재만을 양중 이송하며, 현장 내 전 작업자에게 위험 요인에 대한 안전교육을 실시하는 조치."
3469,11419,철근콘크리트 작업중 지하 보 거푸집 해체 과정에서 거푸집이 탈락하여 우측 어깨 부딪힘,근로자 안전모 등 개인보호구 작용 철저와 작업 시작 전 작업자 안전관리 교육 실시 및 안전관리 철저 지시.
3470,11424,"거푸집 해체 후 정리작업 중 비계 위에서 미끄러짐이 발생하였음낙하 방지를 위한 안전밸트를 미착용 하였고, 불안전한 상태를 인지하고도 작업을 진행한 작업자의 부주의로 사고가 발생함","사고 재발 방지를 위한 사전 작업허가제 실시, 작업계획서 제출 후 안전관리원의 순차적 작업 진행, 안전대 추가 설치 및 개인 보호구 착용 점검, 그리고 작업 개시 전 작업자 안전교육 실시."
3471,11427,"굴착기로 자재를 운반하던중 재해자의 왼손 가운데손가락이 끼였으며, 재해자의 부주의로 인해 발생","작업 전후 작업자들의 동선과 주변 위험요소 점검, 주의사항 확인, 안전교육 신설 및 2인 1조 작업 원칙 시행."
3472,11431,"계단 설치방법에 대한 상호 커뮤니케이션 부족, 적정인원 배치 및 사전교육 미흡","근로자에게 안전교육 및 작업방법 교육을 실시하고, 재발 방지를 위한 안전교육을 철저히 지시하는 조치 계획."
3473,11432,1. 철근 배근 작업시 근로자 개인 부주의2. 철근 배근 작업에 대한 근로자 위험성 인지 부족3. 작업장 관리감독 미흡,"철근 배근 작업자에 대한 교육 강화 및 사고사례 전파, 작업구간의 관리감독 철저를 통한 작업 안전성 확보."
3474,11442,강재를 체결한 버클이 풀려서 철골빔이 바닥에 떨어져 튕겨나가는 철골빔에 부딪힘,"안전장치가 부착된 버클로 교체, 크레인 작업반경 내 작업자 이격, 작업자 안전교육 실시, 신호수 고정 배치."
3475,11444,벽체건식 시공중 우인치 사용미숙으로 줄이 한쪽으로 감긴걸 풀다 대리석이 비계발판으로 떨어지면서 손가락 부상,"위험작업 구간 근로자 출입통제교육 실시, 불안전한 행동 및 상태에 대한 근절교육 실시, 작업방법 재교육 및 숙지 후 작업 투입."
3476,11451,바닥에 놓인 알폼을 근로자 부주의로 밟아 무게 중심을 잃고 무릎이 꺾인 사고,"올바른 작업 순서 준수, 작업장 정리정돈 철저, 관리감독자의 작업 이상유무 확인과 안전관리 철저 및 특별안전교육 실시를 통한 재발 방지 대책 마련."
3477,11453,타워크레인 운전자가 충돌방지 센서를 인식하지 못해 3호기 붐이 2호기 와이어 로프와 충돌하게 됨. 이를 발견한 신호수가 급히 피하던 중 넘어져 왼손 엄지손가락 탈골,"충돌방지센서 교체, 무전기 지급, 안전교육 시행 및 현장 방문을 통한 사후 조치사항 확인으로 안전성 향상 계획."
3478,11458,바닥에 깔린 천막틀이 바람에 날려 천막이 피재자의 오른쪽 다리에 들러 붙은 상태에서 왼쪽발을 꺾인 상태로 헛디딤,"안전관련 특별교육 실시, 바닥 틀 높이 10cm에서 5cm로 줄임, 천막 제거, 각재 틀에 적색 페인트칠 또는 웨빙띠 설치로 시인성 확보."
3479,11461,현장 일용인부는 2차(수평상태) 나뭇가지 정리작업을 하는 과정에 나뭇가지가 장력에 튀어오르는 상황을 감안하지 못하여서 발생한 사고임,"잔가지 작업 시 나무에 장력이 발생하지 않도록 2~3회 나누어 절단하여 정리하고, 작업 전 안전교육을 실시하는 조치."
3480,11462,"당일 현장에 처음 투입된 작업자로, 현장 구조에 익숙하지 않아 비계 위에서 발을 헛디딘 것으로 파악","비계 사용 전 현장관리자 확인, 현장에 투입되는 모든 직원 대상 안전교육 재실시, 개인보호장비 지급 확인 및 상시 현장 점검, 상시 현장점검을 통한 현장 안전 관리 실시."
3481,11467,덤프트럭 운전자로 낙하물 방지를 위해 차량 확인 중 넘어져 어깨가 차량에 부딪힘.,공사차량 운전자들에게 안전교육을 실시하고 공사관계자에게 안전관리 철저를 위한 행정지도를 시행하는 조치.
3482,11471,철제 거푸집 설치를 2명이 작업했으나 순간적으로 무게중심을 못 잡고 허리를 삐끗함,겨울철 작업 시 충분한 준비운동 및 사전 안전교육 실시와 중량거푸집 이동 작업 시 3인 이상 작업 추진.
3483,11474,1.어스앵커 그라우팅 주십 시 그라우팅 호스 연결부 고정 불량2.기 지급된 보안경을 안전모에 거치 및 미착용,"어스앵커 그라우팅 호스 연결부 이탈방지장치 체결 상태 확인, 어스앵커 관련 근로자 교육 실시, 보안경 착용 상태 점검 및 확인, 안전관리 철저."
3484,11476,오수관로 맨홀 시공중 작업자의 왼손가락이 콘크리트포장 컷팅 단면과 맨홀 사이에 끼이는 사고 발생,안전장비 착용 철저 교육 및 수시 점검과 안전장비 착용 및 교육 실시를 통한 재발 방지 대책.
3485,11480,22년 1월 4일 16시40분경 106동 인근 주차장 파일 항타 작업 후 항타기 운전석 상부에  토사 청소를 하기 위해서 운전석 상부 올라간 후 토사 제거 중 설치 되어 있던 플라스틱 박스를 밟고 중심을 잃으면서 내려오는도중에 운전석 우측 발판과 트랙에 우측발이 끼이면서 우측 엄지발가락 인대가 일부 부분 파열 된 사고임,"단단한 재질의 합판 설치 및 고정, 고소작업 시 안전벨트 고리 체결, 에어콤프레샤에 연결된 에어건을 이용한 이물질 제거, 사고원 파악 후 재발 방지 조치 행정 지도 및 시공사에 재해자 피해 보상 조치 여부 사후 확인."
3486,11484,"하수관로 되메우기 작업중 굴착기(백호, 06w) 운전원이 후진시 후방주시 부쥐위로 사고자(신호수)를 치어 좌측 다리골절상을 입히는 재해 발생",작업 전 개인보호구 착용 점검 및 안전 점검 교육과 근로자 작업 지도를 포함한 안전교육 실시와 사고자에 대한 산재보험 처리로 안전사고 재발 방지.
3487,11487,밀바를 통해 이동간 150A S40#의 파이프의 미끄러짐으로 정강이 타격,작업 전 안전교육의 철저한 시행과 자재 이동 시 주변 여건 및 상황을 고려한 안전한 이동 지시를 통한 사고 재발 방지 대책 마련.
3488,11498,(가칭)소사벌4초중 통합학교 신축공사 현장 철근가공장에서 철근가공중 오른쪽 검지가 철근 밴딩기에 끼이면서 발생한 사고,"사고현장 및 작업기계의 위험요인에 대한 안전점검 실시, 철근 절곡 및 절단 등 위험작업에 대한 근로자 안전교육 실시, 관련 공종 공사참여자에게 사례 전파를 통한 안전관리 의식 확립 및 철저한 안전관리 이행, 철근 가공 작업 시 숙련공 투입."
3489,11501,지붕 경사로 인한 움직임 제한으로  용마루해체작업시 용마루절단작업중 글라인더날로 인한 왼손등 상해.,"작업 전 충분한 안전교육 실시와 안전장구류 착용, 보급 철저, 해당 현장 강화된 안전관리 계획 수립 및 시행."
3490,11510,조립식 간이흙막이 기둥 세우기 작업시 필요시 장비(굴삭기 등)로 기둥을 잡고 굴삭기로 항타를 진행해야 하나 장비대신 인력 작업,조립식 간이흙막이 설치 및 해체 시 장비를 이용한 작업 진행과 작업참여자 전원에게 사례를 전파하여 안전관리 의식 환기 및 안전관리 철저 당부.
3491,11513,"작업중 어쩔 수 없이 일어난 사고로 보이며, 위험요인 미숙지 등이 추가 원인이 될 수 있음","작업 시 주변 정리정돈 및 안전사고 위험요인 숙지 교육과 개인 보호구 착용 철저, 안전보건교육 강화 및 안전관리 철저를 통한 사고 재발 방지."
3492,11515,와이어 턴버클을 돌려서 해제하지 않고 강선을 절단하는 방법 선택 / 강선 절단 시 와이어 턴버클이 비래하는 방향에 위치하여 작업,"작업방법 변경 내용 전 외국인 근로자에게 전파와 강선을 절단할 때, 절단 시 와이어턴버클이 비래하는 반대 방향에서 강선 절단 작업 실시."
3493,11522,"지상3층에서 타워크레인으로  슬래브를 안착 하였으나, 줄걸이 분리 작업 중 1개의 줄걸이가 분리되기 전에  타워크레인 기사와 작업자(재해자 포함) 간에 신호 혼동으로 인양되면서 슬래브가 기울어 졌고,  슬래브 위에 있던 재해자가 중심을 잃고 2층 바닥으로 추락한것으로 추정- 재해자 추락이후 타워크레인 인양고리가 기울어진 슬래브 하중을 견디지 못하고 끊어지면서 슬래브가 재해자 위로 떨어짐- 재해자는 안전장구 일체를 착용하였으나, 안전고리를 안전줄에 체결하지 아니함",고용노동부 및 경찰서 사건조사 결과와 건축관계자 의견 등을 종합 검토하여 산업안전보건법에 따른 안전시설 규정 위반 여부 확인 및 건축관계자 행정처분 검토 예정.
